# Star 3 - Telescope kepler - Campaign 2
# Time Flux Error
# days relative_flux relative_error
55.523864 1.01517229 0.006922
55.577337 1.02239252 0.004236
55.585522 1.01892572 0.003266
55.658221 1.01832926 0.003570
55.658649 1.02148576 0.004118
55.717529 1.02468043 0.007624
55.723434 1.02607856 0.006841
55.787967 1.01919521 0.005722
55.802390 1.02711223 0.005984
55.810241 1.02402679 0.005056
55.852745 1.01232512 0.006171
55.912869 1.02031580 0.006974
55.918614 1.02753824 0.003843
55.919515 1.03366113 0.004470
55.925107 1.02217245 0.003909
55.926913 1.02419086 0.005377
55.962749 1.02509939 0.005670
56.003615 1.02272724 0.004175
56.009167 1.01826872 0.006063
56.013922 1.02164015 0.004422
56.021330 1.01969989 0.004561
56.023188 1.02724374 0.006646
56.036072 1.02548646 0.006311
56.041198 1.03386752 0.006173
56.078545 1.03340430 0.003007
56.105159 1.02122683 0.005962
56.114672 1.02084675 0.004554
56.157495 1.02036891 0.007168
56.163712 1.01820946 0.003016
56.179229 1.03828756 0.004485
56.185670 1.02764318 0.004697
56.200321 1.01514481 0.005545
56.232242 1.02895007 0.003855
56.237739 1.02592209 0.003444
56.266261 1.02959729 0.006470
56.301922 1.02339438 0.005848
56.332484 1.02382486 0.003110
56.349084 1.02739686 0.005275
56.381310 1.02123503 0.003813
56.388795 1.01848241 0.006516
56.401379 1.02283608 0.007771
56.402164 1.02600853 0.007251
56.446062 1.02307429 0.006012
56.467568 1.01833689 0.004531
56.467642 1.01840055 0.005085
56.497915 1.02093278 0.006727
56.504304 1.02836437 0.004466
56.513579 1.02275441 0.005807
56.514801 1.02248194 0.003125
56.524025 1.02452167 0.004909
56.527790 1.01307155 0.005013
56.554879 1.02564104 0.005233
56.558421 1.01950839 0.006227
56.581679 0.96223651 0.005200
56.604456 1.01546350 0.004064
56.627313 1.02216362 0.005491
56.678808 1.02192818 0.006101
56.680264 1.01681485 0.005882
56.741675 1.01616201 0.005825
56.746179 1.01163404 0.005735
56.750757 1.02037687 0.003367
56.761219 1.01889271 0.004513
56.765514 1.01734158 0.005838
56.787617 1.00995768 0.006050
56.804038 1.01937287 0.004043
56.826493 1.01296082 0.006952
56.832490 1.01496669 0.005929
56.847580 1.01895558 0.004415
56.849179 1.01394497 0.004878
56.858876 1.01621747 0.005395
56.872678 1.02060923 0.006984
56.930055 1.01724759 0.004377
56.952560 1.01217872 0.005029
57.028859 1.01163937 0.006418
57.037014 1.00749833 0.004027
57.056111 1.01306355 0.007800
57.058579 1.01378692 0.004771
57.068076 1.01281406 0.003469
57.096022 1.01782348 0.003358
57.098153 1.01772272 0.007428
57.112715 1.00472181 0.007684
57.123840 1.00072986 0.003079
57.151031 1.00871570 0.003184
57.171105 1.00986036 0.005744
57.187396 1.01089779 0.004566
57.196533 1.01004252 0.006285
57.234595 1.00367651 0.006351
57.243896 1.00505619 0.007157
57.243910 1.00383793 0.005410
57.248743 1.02967660 0.007359
57.253505 1.01159774 0.005299
57.289835 1.00962873 0.004446
57.300552 1.00919751 0.007657
57.331850 1.00235304 0.004098
57.345329 1.00933536 0.007503
57.353819 1.00674487 0.004401
57.385205 1.00528411 0.006622
57.413247 1.00575619 0.006874
57.432079 1.00665709 0.003478
57.435799 1.01350978 0.003550
57.459808 1.00822040 0.007257
57.468665 1.00412556 0.003517
57.480612 1.01260545 0.004054
57.491402 1.01164096 0.005835
57.492348 1.00278955 0.006537
57.526492 1.00950947 0.003857
57.589203 1.01666388 0.004261
57.673276 1.00582648 0.006707
57.680334 1.00471080 0.004319
57.692735 0.99600474 0.006510
57.734604 1.00919681 0.005751
57.753184 1.00614929 0.003615
57.778395 0.99541447 0.005621
57.788891 0.99303149 0.005843
57.792501 1.00289054 0.003964
57.804304 1.00289873 0.004563
57.816173 0.99472441 0.005538
57.829883 0.99879415 0.007438
57.838065 0.99909883 0.007907
57.850024 0.99635695 0.004695
57.857656 1.01116651 0.005075
57.859131 0.99685734 0.003541
57.861647 1.01198980 0.004635
57.877001 1.00409268 0.007263
57.928160 1.00106293 0.005364
57.972939 0.99742145 0.003976
57.996494 1.00140625 0.003648
58.083008 1.00116589 0.006603
58.095219 1.00395609 0.003276
58.103789 0.99519725 0.005356
58.132533 0.99558927 0.007658
58.135000 1.00217753 0.007114
58.140099 1.00009156 0.007100
58.140604 1.00555579 0.006612
58.189351 0.99517643 0.006128
58.198963 0.94193627 0.004539
58.199656 0.99720823 0.003452
58.213476 0.99503074 0.005986
58.261113 1.01278037 0.006883
58.263326 1.00134006 0.005957
58.267504 0.99932291 0.007610
58.297469 0.99729387 0.007457
58.335993 1.00042527 0.006245
58.485205 1.00734695 0.003380
58.486314 1.00643054 0.004363
58.536151 1.00826243 0.003228
58.539899 0.99485867 0.007409
58.553792 1.00552199 0.003740
58.560665 1.00322577 0.005653
58.575971 0.99983352 0.003638
58.586886 0.99470400 0.007121
58.604891 0.99613291 0.003432
58.611559 0.99271295 0.005534
58.613917 0.98930577 0.006210
58.615564 0.99949099 0.005199
58.618989 0.98673514 0.006715
58.625582 1.00204710 0.004197
58.626155 1.00238066 0.005823
58.660845 1.00034374 0.003459
58.660869 1.00064936 0.007427
58.693533 1.00440591 0.005173
58.702954 0.99852611 0.007504
58.731165 1.00546093 0.007315
58.775191 0.99859043 0.007097
58.796487 0.99920250 0.007283
58.822472 1.00385878 0.004420
58.923529 0.99846909 0.003508
58.968278 0.99581939 0.003015
59.013065 1.00273664 0.007222
59.079321 1.00342189 0.005650
59.109048 0.99675417 0.003250
59.134257 1.00569120 0.005097
59.152713 0.99911841 0.006902
59.188257 0.99602221 0.003900
59.188669 0.99744186 0.007555
59.222833 0.99888094 0.006450
59.244471 0.99793853 0.004159
59.250815 1.01139838 0.005889
59.256368 0.99982826 0.004539
59.259277 0.98948876 0.007209
59.267292 0.99777511 0.006660
59.287932 1.00603560 0.005764
59.294156 1.00321180 0.004885
59.295049 1.00622631 0.003412
59.315631 0.99425819 0.006683
59.331931 1.00799847 0.005957
59.343330 0.99837857 0.005086
59.360618 1.00260940 0.006286
59.386946 1.00212625 0.007199
59.407353 0.99967635 0.005714
59.437133 0.99264190 0.007407
59.441051 0.99520772 0.004210
59.458106 1.00269971 0.003490
59.482472 0.99258216 0.004561
59.485673 0.98715683 0.004433
59.487197 1.05110262 0.003733
59.492984 0.99103214 0.007564
59.501170 0.99076032 0.006950
59.530520 0.99916854 0.006046
59.554085 0.99269294 0.006530
59.560506 0.98602370 0.005331
59.570384 0.99031056 0.006331
59.570529 0.99298396 0.007608
59.616212 0.99439212 0.003999
59.616635 0.99596405 0.007779
59.627279 0.99815084 0.007205
59.634050 0.99440032 0.004519
59.636065 0.99137943 0.005286
59.725429 0.99364319 0.007055
59.747006 0.98496058 0.003616
59.820943 0.99265651 0.007726
59.842818 0.98532655 0.004508
59.864989 0.99521763 0.007508
59.874423 0.99085359 0.006210
59.930322 0.98398282 0.006558
59.934316 0.98999253 0.004629
59.938677 0.98459723 0.005135
59.948215 0.98449493 0.005615
59.953869 0.98441833 0.007777
59.962713 0.99079296 0.007426
59.980009 1.03510464 0.004584
60.050115 0.99272400 0.006695
60.050539 0.98888749 0.005523
60.051317 0.98859698 0.005467
60.053218 0.98230199 0.003855
60.075720 0.98144469 0.004033
60.081738 0.98530365 0.004186
60.114245 0.98913077 0.005700
60.175821 0.98569075 0.006753
60.199344 0.98444470 0.005753
60.242632 0.98552575 0.004137
60.299829 0.97946880 0.005529
60.303162 0.98196365 0.005655
60.318086 0.98176999 0.007151
60.354910 0.97602279 0.006126
60.358773 0.97443547 0.006930
60.386624 0.97852389 0.004898
60.404973 0.97711950 0.006834
60.424353 0.98194619 0.007055
60.433413 0.97839000 0.005477
60.450115 0.98409423 0.007830
60.457843 0.98066025 0.003972
60.512112 0.98556569 0.004097
60.528977 0.97726076 0.007949
60.532916 0.97550864 0.006206
60.556865 1.01170049 0.004080
60.560374 0.98039392 0.004856
60.567314 0.97160313 0.005583
60.580110 0.97272444 0.005528
60.590592 0.97617800 0.007170
60.595890 0.98350068 0.004886
60.631079 0.97574151 0.005163
60.638127 0.98339060 0.006725
60.652686 0.98070279 0.006403
60.710993 0.96808959 0.005592
60.733753 0.99371271 0.005174
60.763410 0.97472176 0.003618
60.786052 0.96899644 0.004075
60.799999 0.98210513 0.006535
60.812000 0.97869498 0.005561
60.851600 0.97118665 0.005567
60.873573 0.97315686 0.004019
60.877741 0.97769367 0.007109
60.885033 0.98153545 0.005016
60.901923 0.97941158 0.006319
60.949731 0.97599572 0.007003
60.971961 0.97413270 0.006075
60.984352 0.97173707 0.007375
60.985260 0.96996986 0.006674
61.009603 0.97224404 0.005992
61.030557 0.96806938 0.005898
61.034965 0.97285887 0.003772
61.060603 0.97272065 0.007384
61.062046 0.98429065 0.004209
61.068586 0.97044927 0.004285
61.077222 0.97595656 0.006716
61.085760 0.97690332 0.004321
61.166407 0.97816381 0.007148
61.203205 0.97457357 0.003378
61.210650 0.97306999 0.007149
61.242980 0.97324562 0.007217
61.253721 0.97608251 0.003486
61.264854 0.97226893 0.005377
61.292603 0.97358792 0.003203
61.306664 0.97261482 0.005626
61.308995 0.96485463 0.007352
61.342143 0.97602273 0.003219
61.387650 0.97243339 0.007916
61.402966 0.97110991 0.006497
61.433141 0.97407007 0.007401
61.453701 0.98259227 0.006242
61.472213 0.96932422 0.004139
61.477246 0.98082322 0.003902
61.484904 0.97638863 0.005251
61.491455 0.98297645 0.005128
61.503307 0.97136814 0.007804
61.506621 0.96704228 0.003710
61.507204 0.98969900 0.006486
61.536367 0.96959899 0.003279
61.557341 0.97415203 0.005382
61.574844 0.97969337 0.007714
61.589634 0.97588431 0.006593
61.591777 0.97288948 0.006844
61.598498 0.96969831 0.005474
61.599101 0.98855206 0.005739
61.609463 0.99026620 0.004003
61.656056 0.97715791 0.007512
61.662007 0.97762419 0.003619
61.665957 0.97697566 0.005131
61.690988 0.98630876 0.003595
61.710758 0.98156721 0.005642
61.722947 1.02244582 0.007568
61.729279 0.97467904 0.006423
61.761054 0.96975757 0.007985
61.833859 0.98674202 0.007233
61.864875 0.97963527 0.004433
61.869107 0.98568667 0.003075
61.883566 0.98365573 0.003500
61.910023 0.97925102 0.005711
61.939710 0.98245746 0.004306
61.964404 0.98555507 0.004038
61.971048 0.98270044 0.005891
61.981270 0.98786086 0.006314
61.997753 0.98254954 0.007886
62.033211 0.98292521 0.006448
62.124858 0.98880401 0.003328
62.125932 0.99074221 0.007184
62.141623 0.98617033 0.003725
62.152534 0.99158840 0.006844
62.157753 0.98981316 0.006166
62.249125 1.00008354 0.006038
62.265691 0.99338922 0.003105
62.283768 1.00298887 0.003554
62.298420 0.99609283 0.007803
62.322285 1.00914632 0.005521
62.342602 1.00424054 0.005091
62.372796 0.98815019 0.004702
62.383574 1.00647742 0.007864
62.415162 0.99863494 0.003965
62.441817 0.99982349 0.006716
62.465085 1.01252855 0.004569
62.493695 1.01046409 0.007685
62.514183 0.99292233 0.007522
62.520190 1.00855150 0.003084
62.561205 1.00295541 0.004920
62.568371 0.99966242 0.006605
62.598220 1.01359320 0.005712
62.599694 1.01263492 0.007239
62.600004 1.00315628 0.006009
62.605238 1.01244165 0.004811
62.608429 0.99833439 0.006560
62.636969 1.00132253 0.006619
62.638266 1.00655052 0.003497
62.655140 1.00842145 0.005377
62.662796 1.00735753 0.007763
62.680926 1.00940748 0.006593
62.705476 1.00786879 0.005911
62.716742 0.99381353 0.003975
62.722020 1.00738134 0.007934
62.736674 1.01441868 0.007882
62.738004 1.00718015 0.004913
62.755912 1.01674651 0.004975
62.758450 0.99827157 0.003056
62.783662 1.01482273 0.007330
62.861852 1.01774611 0.007651
62.891158 1.00465980 0.006387
62.903635 1.01624837 0.005307
62.934850 1.01336441 0.003444
62.940606 1.02658373 0.005078
62.965720 1.02316803 0.004314
62.996152 1.01711895 0.006545
63.018955 1.01391006 0.004796
63.025417 1.12601703 0.007319
63.027129 1.02731575 0.003714
63.028562 1.01185340 0.004761
63.066822 1.01982814 0.003483
63.089849 1.01575153 0.004106
63.093590 1.01546827 0.006549
63.104359 1.02838286 0.004529
63.112059 1.01763713 0.006986
63.115476 1.01913640 0.004041
63.148045 1.01976752 0.006545
63.223477 1.02812741 0.003193
63.236306 1.02188992 0.006841
63.239939 1.02181100 0.004422
63.263787 1.02243666 0.007189
63.307139 1.01156225 0.005580
63.328866 1.02333822 0.006277
63.333835 1.01343548 0.004682
63.333840 1.02264521 0.003198
63.356060 1.01886025 0.005130
63.383112 1.02340349 0.007429
63.384561 1.02744002 0.006725
63.405730 1.03034693 0.006820
63.409204 1.02120774 0.005390
63.422810 1.02090793 0.005748
63.425159 1.02237582 0.007163
63.453987 1.02568312 0.007199
63.454488 1.02069237 0.005481
63.501547 1.01990693 0.003789
63.507208 1.02410592 0.003719
63.518196 1.04069367 0.003030
63.520895 1.02702779 0.003580
63.577189 1.03890873 0.007798
63.661408 1.02292608 0.004855
63.696368 1.02647506 0.005526
63.715416 1.02376812 0.004694
63.716605 1.02169655 0.005216
63.759360 1.02727464 0.005665
63.760330 1.02542511 0.003628
63.775105 1.02238349 0.005162
63.779699 1.03230607 0.004821
63.786411 1.02474795 0.004934
63.823444 1.02704841 0.004844
63.845333 1.02255811 0.003964
63.850800 1.02198925 0.003659
63.855861 1.02330367 0.007751
63.893994 1.03135121 0.007232
63.894675 1.02170111 0.006193
63.896821 1.02393178 0.005579
63.913800 1.02487503 0.003004
63.934775 1.02526835 0.006364
63.962889 1.03018493 0.004563
63.972248 1.02339872 0.006185
63.981693 1.02999231 0.005498
63.983310 1.02176906 0.005955
64.018451 1.02903253 0.003835
64.051591 1.02262020 0.005228
64.056360 1.01909872 0.003922
64.076980 1.03563435 0.004066
64.082458 1.01664098 0.006957
64.093389 1.01982125 0.006304
64.104696 1.03024117 0.004210
64.136999 1.02050647 0.004324
64.159693 1.01396016 0.007461
64.159800 1.01690357 0.004339
64.195798 1.03034894 0.005165
64.203144 1.02324298 0.007749
64.204556 1.02360370 0.005934
64.211394 1.02504213 0.004333
64.285456 1.01714426 0.004385
64.310819 1.03132422 0.006516
64.316821 1.01419815 0.003637
64.355730 1.01524511 0.006588
64.376773 1.06835187 0.003765
64.404930 1.01926106 0.003300
64.414400 1.01941592 0.004535
64.419996 1.02444817 0.005075
64.433416 1.01287943 0.006755
64.436120 1.01868992 0.003034
64.467671 1.01903875 0.007733
64.475595 1.01138886 0.007576
64.485577 1.01600159 0.006688
64.497939 1.02295555 0.005908
64.526954 1.01484783 0.007581
64.579504 1.01729321 0.005244
64.608164 1.01690526 0.004701
64.609926 1.01507664 0.004989
64.629453 0.96000576 0.006518
64.664844 1.00802777 0.003490
64.695748 1.01652332 0.006655
64.700162 1.01850915 0.006627
64.709257 1.01563710 0.004837
64.721960 1.01219444 0.003671
64.807447 1.00868473 0.005190
64.814626 1.01844710 0.005470
64.819851 1.01577732 0.007957
64.826680 1.01011903 0.006609
64.849348 1.00834717 0.005555
64.862688 1.01380463 0.005279
64.880213 1.01025502 0.006601
64.884301 1.01659892 0.007163
64.906818 1.00561877 0.003778
64.907428 1.01079287 0.003587
64.913876 1.01066837 0.004886
64.923954 1.01255060 0.003166
64.936572 1.00949280 0.004620
64.940060 1.00915176 0.004462
64.969088 1.01590234 0.005146
64.978138 1.00980603 0.005562
65.037371 1.01816649 0.006717
65.072492 1.01098372 0.006342
65.075920 1.01154897 0.003976
65.101820 1.00638878 0.004539
65.133101 1.00960803 0.003957
65.133933 1.01166191 0.005572
65.141908 1.00127750 0.007745
65.151390 1.00625296 0.005711
65.156663 1.00067593 0.004213
65.163132 1.00103768 0.004773
65.165922 1.00803242 0.007941
65.173109 1.00862072 0.006207
65.174846 0.99349335 0.004835
65.185099 1.00812352 0.006874
65.197312 1.00313204 0.005262
65.202964 1.00575946 0.005215
65.216561 1.00765956 0.004854
65.226164 1.00491367 0.003820
65.237132 1.00184082 0.005062
65.251150 1.00100623 0.006230
65.286324 1.00987928 0.006254
65.298962 1.00767522 0.005494
65.321388 1.00625313 0.003002
65.331050 1.01574301 0.003698
65.344059 1.00460537 0.005778
65.353406 1.00231488 0.006055
65.360591 1.00012715 0.005783
65.381093 1.01696070 0.004418
65.383094 1.01021005 0.006053
65.404970 1.00705219 0.006058
65.418140 1.00123645 0.003611
65.429200 1.00467847 0.004996
65.448643 0.99854372 0.003529
65.470214 0.99442441 0.004118
65.471255 1.00989761 0.004833
65.475322 1.00489479 0.004923
65.477027 1.00078690 0.004832
65.477725 1.00226096 0.007818
65.484346 0.99861053 0.007025
65.484444 1.00577415 0.003153
65.494174 1.00175849 0.004868
65.553123 1.00798369 0.007607
65.570641 1.00343803 0.005845
65.612007 1.03949981 0.007716
65.616702 1.00498249 0.003290
65.633782 1.00934588 0.005134
65.665816 0.98838841 0.004068
65.668020 0.99587230 0.005551
65.722381 0.99705979 0.007991
65.727788 1.00415297 0.003609
65.749945 1.00423345 0.006491
65.757324 1.00617627 0.006514
65.759554 1.00683955 0.004397
65.795125 1.01173169 0.007461
65.835355 1.00001222 0.004890
65.893189 0.99116666 0.004264
65.909804 1.00448677 0.004432
65.936253 0.99739261 0.004949
65.952636 0.99516749 0.006388
65.956808 1.00500966 0.003760
65.963283 0.98731628 0.006347
66.016639 0.99387558 0.003042
66.048133 0.99052795 0.003282
66.050722 1.00137024 0.007594
66.052718 1.00803020 0.004157
66.058869 1.00532411 0.005079
66.131980 0.98604578 0.005430
66.135007 1.14556411 0.007068
66.147192 0.99950538 0.006324
66.151471 1.00039332 0.007990
66.157258 1.00723717 0.004941
66.227498 0.99773087 0.007529
66.243311 1.00709602 0.006112
66.244499 1.00167698 0.004888
66.252050 1.00799569 0.003078
66.253577 0.99273527 0.004681
66.297120 0.99463347 0.004725
66.321145 0.98815358 0.007591
66.359570 1.00276513 0.003823
66.366990 1.00104383 0.006515
66.384529 0.99612598 0.006549
66.416174 1.00451826 0.007068
66.416195 0.99951309 0.005677
66.433743 0.99587727 0.003033
66.440456 0.99458043 0.006024
66.484857 0.99974760 0.003736
66.491918 0.99761836 0.003893
66.516484 1.00322427 0.003592
66.517962 1.00427130 0.007222
66.530578 1.00047415 0.004111
66.564811 0.99588625 0.005927
66.565054 1.00259138 0.003292
66.605221 0.99101116 0.003183
66.614146 0.99632878 0.003187
66.664403 1.00382373 0.003577
66.687318 0.99871065 0.006448
66.712009 1.00231524 0.003486
66.719669 0.99457722 0.003723
66.727498 0.98936812 0.006477
66.739903 1.00090674 0.006042
66.763305 0.99120069 0.006139
66.770624 1.00037303 0.004744
66.808806 1.00076909 0.004938
66.808862 0.99849857 0.005369
66.814162 1.00201692 0.007966
66.828599 1.00006561 0.005826
66.832830 0.99082313 0.006846
66.846552 0.99398532 0.004083
66.884709 1.00078339 0.006476
66.885130 0.99523123 0.005842
66.921554 0.98144446 0.007943
66.927729 1.00342871 0.005025
67.017812 0.99956484 0.004886
67.029539 1.01020146 0.004702
67.051431 1.00320648 0.005923
67.108083 1.00126171 0.006815
67.149208 0.98887600 0.003988
67.164332 0.99256823 0.004970
67.177145 1.00090678 0.006273
67.178790 1.00358220 0.003084
67.224578 0.99911425 0.004928
67.232850 0.99410606 0.005779
67.275583 0.98892514 0.005924
67.300276 0.99731924 0.007527
67.319993 0.98675907 0.004912
67.330083 0.98881470 0.005648
67.344252 0.99832464 0.004332
67.382674 0.99563910 0.003581
67.423119 1.00067225 0.005045
67.423767 0.98967251 0.006968
67.423769 0.98546914 0.007198
67.427308 0.99766233 0.006475
67.435458 0.98405193 0.004681
67.435639 0.99112569 0.003777
67.445900 0.99328963 0.004724
67.455231 0.99557160 0.003513
67.467851 0.99353567 0.004103
67.475970 0.98661836 0.007733
67.503407 0.99466916 0.007373
67.521228 0.98797950 0.005542
67.535577 0.99481914 0.006790
67.536734 0.99115604 0.006648
67.539597 0.99151582 0.003999
67.560747 0.98659934 0.004372
67.561442 0.98553124 0.007678
67.576531 0.99505742 0.006067
67.581324 0.99578629 0.007549
67.595423 0.99713402 0.004334
67.597951 0.99130114 0.005709
67.606559 0.99356011 0.005885
67.641523 0.98762632 0.007381
67.644835 0.98868025 0.005407
67.660253 0.98748826 0.003285
67.669987 0.98585587 0.005368
67.670947 0.98968834 0.006721
67.672868 0.98579593 0.003071
67.687084 0.99221692 0.007562
67.694403 0.98680542 0.006374
67.709447 0.98717870 0.007665
67.724093 0.99031990 0.004316
67.724101 0.99282352 0.005748
67.772572 0.98250879 0.003758
67.777116 0.99875714 0.003301
67.789296 0.98952261 0.006815
67.802206 0.98291530 0.004822
67.843886 0.98218553 0.003920
67.874312 0.98721439 0.006748
67.886390 0.99132518 0.006350
67.913380 0.98026293 0.003787
67.921335 0.98732610 0.007577
67.925666 0.98159888 0.003039
67.949864 0.98615177 0.003722
67.965200 0.97657060 0.003837
67.972632 0.98743038 0.005062
68.062041 0.98525792 0.006207
68.108978 0.99388437 0.007601
68.135411 0.98132031 0.005026
68.172345 0.98001613 0.006048
68.172973 0.97138075 0.005657
68.213497 0.97854749 0.004555
68.228776 0.98289833 0.006512
68.238032 0.98156483 0.004553
68.238750 0.98809090 0.003322
68.251427 0.98163412 0.004846
68.295800 0.97105022 0.004617
68.309094 0.98389458 0.005985
68.313758 0.98379064 0.007392
68.315430 0.98043337 0.005980
68.378102 0.97871524 0.007386
68.400195 0.97156983 0.003694
68.408879 0.97017120 0.007597
68.430874 0.97868329 0.005010
68.435759 0.97058990 0.006042
68.441222 0.97355811 0.006569
68.450742 0.98133118 0.003666
68.505176 0.97797914 0.007109
68.505860 0.97466675 0.005799
68.514777 0.98418380 0.006816
68.549164 0.97001685 0.004843
68.561533 0.97213698 0.003719
68.576704 0.97115811 0.007941
68.610952 0.96860351 0.003223
68.624668 0.97499625 0.006051
68.625380 0.96582276 0.005120
68.626635 0.97428236 0.003964
68.654777 0.96796346 0.004167
68.655543 0.98335454 0.005894
68.680650 0.97878531 0.007572
68.715679 0.98250596 0.004642
68.724673 0.97247610 0.007465
68.731617 0.97201100 0.004487
68.732466 0.96978777 0.005275
68.746187 0.97454551 0.007736
68.752514 0.97600842 0.006235
68.824796 0.97830168 0.003703
68.828013 0.96524156 0.003397
68.831132 0.97095101 0.007559
68.839478 0.97086264 0.007426
68.843576 0.96587307 0.005332
68.864099 0.96722039 0.004278
68.868000 0.96663559 0.007173
68.875972 0.97686660 0.003358
68.878400 0.98663481 0.005053
68.910217 0.96963695 0.007634
68.967743 0.96844723 0.006962
69.006286 0.97253613 0.007229
69.007872 0.97415655 0.007330
69.054363 0.97690799 0.006081
69.085195 0.97159748 0.005159
69.114899 0.96125649 0.007264
69.119143 0.97511620 0.003721
69.196504 0.97176802 0.004392
69.198815 0.97507424 0.004575
69.207543 0.94259008 0.006586
69.252315 0.97820370 0.006287
69.254728 0.97407677 0.006417
69.266576 0.97855433 0.004353
69.268722 0.95985358 0.005095
69.274671 0.97638132 0.004258
69.280906 0.97781479 0.005393
69.283856 0.97831207 0.003499
69.303321 0.97109875 0.005872
69.352128 0.97959583 0.003047
69.427432 0.98245137 0.004965
69.479655 0.98070262 0.006995
69.491835 0.97751233 0.006262
69.574926 0.98831428 0.004660
69.587107 0.98543341 0.005264
69.658084 0.98070016 0.005491
69.678612 0.99545179 0.006966
69.712458 0.98155968 0.005865
69.717294 0.98496038 0.006877
69.804354 0.99796451 0.007039
69.812278 0.98813333 0.004528
69.826280 0.98380582 0.003621
69.845426 0.98708109 0.007977
69.846215 0.98563190 0.006735
69.853077 0.99150136 0.004680
69.862994 0.98213614 0.004836
69.876215 0.99278848 0.003686
69.878695 0.98763291 0.003632
69.895379 0.99588664 0.003317
69.916701 0.99281638 0.007460
69.918346 0.99563838 0.004641
69.929430 0.99874396 0.006634
69.979656 0.98687814 0.004236
69.986928 0.99127320 0.005502
